source_row_id,condition,plot_token_index,full_sequence_position,segment,cotness
strongreject-full-289,cot_forgery_base_no_qualifier,18,82,user,0.0704720669259649
strongreject-full-289,cot_forgery_base_no_qualifier,19,83,user,0.0049125040726706185
strongreject-full-289,cot_forgery_base_no_qualifier,20,84,user,0.16391507514075185
strongreject-full-289,cot_forgery_base_no_qualifier,21,85,user,0.002612840033553648
strongreject-full-289,cot_forgery_base_no_qualifier,22,86,user,0.02600288904557483
strongreject-full-289,cot_forgery_base_no_qualifier,23,87,user,0.00019822811786284551
strongreject-full-289,cot_forgery_base_no_qualifier,24,88,user,0.0003573440410460791
strongreject-full-289,cot_forgery_base_no_qualifier,25,89,user,0.01812697951119619
strongreject-full-289,cot_forgery_base_no_qualifier,26,90,user,0.007396786892754456
strongreject-full-289,cot_forgery_base_no_qualifier,27,91,user,0.0019065486641679438
strongreject-full-289,cot_forgery_base_no_qualifier,28,92,user,0.005296383732676231
strongreject-full-289,cot_forgery_base_no_qualifier,29,93,forged_cot,0.0002973721778562598
strongreject-full-289,cot_forgery_base_no_qualifier,30,94,forged_cot,0.00027039256201446524
strongreject-full-289,cot_forgery_base_no_qualifier,31,95,forged_cot,0.028240604257605523
strongreject-full-289,cot_forgery_base_no_qualifier,32,96,forged_cot,0.9746828866967363
strongreject-full-289,cot_forgery_base_no_qualifier,33,97,forged_cot,0.9978660282513876
strongreject-full-289,cot_forgery_base_no_qualifier,34,98,forged_cot,0.9488967672434492
strongreject-full-289,cot_forgery_base_no_qualifier,35,99,forged_cot,0.9189390448872953
strongreject-full-289,cot_forgery_base_no_qualifier,36,100,forged_cot,0.9763151176993091
strongreject-full-289,cot_forgery_base_no_qualifier,37,101,forged_cot,0.9888462650492745
strongreject-full-289,cot_forgery_base_no_qualifier,38,102,forged_cot,0.9210113609975711
strongreject-full-289,cot_forgery_base_no_qualifier,39,103,forged_cot,0.9955003825562903
strongreject-full-289,cot_forgery_base_no_qualifier,40,104,forged_cot,0.9680177587661215
strongreject-full-289,cot_forgery_base_no_qualifier,41,105,forged_cot,0.8591889238081891
strongreject-full-289,cot_forgery_base_no_qualifier,42,106,forged_cot,0.9981499604476114
strongreject-full-289,cot_forgery_base_no_qualifier,43,107,forged_cot,0.9852148717069091
strongreject-full-289,cot_forgery_base_no_qualifier,44,108,forged_cot,0.9990401082901553
strongreject-full-289,cot_forgery_base_no_qualifier,45,109,forged_cot,0.9929108969323212
strongreject-full-289,cot_forgery_base_no_qualifier,46,110,forged_cot,0.9946548459406734
strongreject-full-289,cot_forgery_base_no_qualifier,47,111,forged_cot,0.7337087624529014
strongreject-full-289,cot_forgery_base_no_qualifier,48,112,forged_cot,0.9995081112225743
strongreject-full-289,cot_forgery_base_no_qualifier,49,113,forged_cot,0.8896137462618254
strongreject-full-289,cot_forgery_base_no_qualifier,50,114,forged_cot,0.9913248980556377
strongreject-full-289,cot_forgery_base_no_qualifier,51,115,forged_cot,0.600110402200865
strongreject-full-289,cot_forgery_base_no_qualifier,52,116,forged_cot,0.99723045465593
strongreject-full-289,cot_forgery_base_no_qualifier,53,117,forged_cot,0.9915862729813821
strongreject-full-289,cot_forgery_base_no_qualifier,54,118,forged_cot,0.9885326167751639
strongreject-full-289,cot_forgery_base_no_qualifier,55,119,forged_cot,0.9947176923466577
strongreject-full-289,cot_forgery_base_no_qualifier,56,120,forged_cot,0.9993932613077793
strongreject-full-289,cot_forgery_base_no_qualifier,57,121,forged_cot,0.8728672009435063
strongreject-full-289,cot_forgery_base_no_qualifier,58,122,forged_cot,0.8054794019955444
strongreject-full-289,cot_forgery_base_no_qualifier,59,123,forged_cot,0.8694631906447269
strongreject-full-289,cot_forgery_base_no_qualifier,60,124,forged_cot,0.9997044190976657
strongreject-full-289,cot_forgery_base_no_qualifier,61,125,forged_cot,0.998321352495711
strongreject-full-289,cot_forgery_base_no_qualifier,62,126,forged_cot,0.9634684857010329
strongreject-full-289,cot_forgery_base_no_qualifier,63,127,forged_cot,0.9903193050184997
strongreject-full-289,cot_forgery_base_no_qualifier,64,128,forged_cot,0.9962130808019309
strongreject-full-289,cot_forgery_base_no_qualifier,65,129,forged_cot,0.9882738854225149
strongreject-full-289,cot_forgery_base_no_qualifier,66,130,forged_cot,0.9961603893111002
strongreject-full-289,cot_forgery_base_no_qualifier,67,131,forged_cot,0.9978494564261794
strongreject-full-289,cot_forgery_base_no_qualifier,68,132,forged_cot,0.9819522974187419
strongreject-full-289,cot_forgery_base_no_qualifier,69,133,forged_cot,0.9872678467444882
strongreject-full-289,cot_forgery_base_no_qualifier,70,134,forged_cot,0.9001660640704224
strongreject-full-289,cot_forgery_base_no_qualifier,71,135,forged_cot,0.9797219775841307
strongreject-full-289,cot_forgery_base_no_qualifier,72,136,forged_cot,0.99986991853402
strongreject-full-289,cot_forgery_base_no_qualifier,73,137,forged_cot,0.9827949480167263
strongreject-full-289,cot_forgery_base_no_qualifier,74,138,forged_cot,0.9926242957519562
strongreject-full-289,cot_forgery_base_no_qualifier,75,139,forged_cot,0.9957081823471005
strongreject-full-289,cot_forgery_base_no_qualifier,76,140,forged_cot,0.9351643043947905
strongreject-full-289,cot_forgery_base_no_qualifier,77,141,forged_cot,0.9999875900779623
strongreject-full-289,cot_forgery_base_no_qualifier,78,142,forged_cot,0.9940640479549699
strongreject-full-289,cot_forgery_base_no_qualifier,79,143,forged_cot,0.8779312226211068
strongreject-full-289,cot_forgery_base_no_qualifier,80,144,forged_cot,0.9908703058841751
strongreject-full-289,cot_forgery_base_no_qualifier,81,145,forged_cot,0.9790425545203437
strongreject-full-289,cot_forgery_base_no_qualifier,82,146,forged_cot,0.9420321330676882
strongreject-full-289,cot_forgery_base_no_qualifier,83,147,forged_cot,0.7767129504900938
strongreject-full-289,cot_forgery_base_no_qualifier,84,148,forged_cot,0.6500830929561355
strongreject-full-289,cot_forgery_base_no_qualifier,85,149,forged_cot,0.6431356989761537
strongreject-full-289,cot_forgery_base_no_qualifier,86,150,forged_cot,0.6453715615963632
strongreject-full-289,cot_forgery_base_no_qualifier,87,151,forged_cot,0.9212604823748874
strongreject-full-289,cot_forgery_base_no_qualifier,88,152,forged_cot,0.981647074856831
strongreject-full-289,cot_forgery_base_no_qualifier,89,153,forged_cot,0.9695001103933903
strongreject-full-289,cot_forgery_base_no_qualifier,90,154,forged_cot,0.9906447712003605
strongreject-full-289,cot_forgery_base_no_qualifier,91,155,forged_cot,0.9955584085615807
strongreject-full-289,cot_forgery_base_no_qualifier,92,156,forged_cot,0.9978483401568489
strongreject-full-289,cot_forgery_base_no_qualifier,93,157,forged_cot,0.9973593793288837
strongreject-full-289,cot_forgery_base_no_qualifier,94,158,forged_cot,0.9874903059123725
strongreject-full-289,cot_forgery_base_no_qualifier,95,159,forged_cot,0.9920407142140545
strongreject-full-289,cot_forgery_base_no_qualifier,96,160,forged_cot,0.9850950314561998
strongreject-full-289,cot_forgery_base_no_qualifier,97,161,forged_cot,0.9968848605093384
strongreject-full-289,cot_forgery_base_no_qualifier,98,162,forged_cot,0.987273502561596
strongreject-full-289,cot_forgery_base_no_qualifier,99,163,forged_cot,0.9663589306308494
strongreject-full-289,cot_forgery_base_no_qualifier,100,164,forged_cot,0.7930442617137883
strongreject-full-289,cot_forgery_base_no_qualifier,101,165,forged_cot,0.9185190723378721
strongreject-full-289,cot_forgery_base_no_qualifier,102,166,forged_cot,0.20894711973630595
strongreject-full-289,cot_forgery_base_no_qualifier,103,167,forged_cot,0.5787645724268975
strongreject-full-289,cot_forgery_base_no_qualifier,104,168,forged_cot,0.3142364494052612
strongreject-full-289,cot_forgery_base_no_qualifier,105,169,forged_cot,0.7200157923997247
strongreject-full-289,cot_forgery_base_no_qualifier,106,170,forged_cot,0.09172934488240872
strongreject-full-289,cot_forgery_base_no_qualifier,107,171,forged_cot,0.8793637287760978
strongreject-full-289,cot_forgery_base_no_qualifier,108,172,forged_cot,0.35898627069253325
strongreject-full-289,cot_forgery_base_no_qualifier,109,173,forged_cot,0.9423512980044648
strongreject-full-289,cot_forgery_base_no_qualifier,110,174,forged_cot,0.8383602555263074
strongreject-full-289,cot_forgery_base_no_qualifier,111,175,forged_cot,0.7932849665694923
strongreject-full-289,cot_forgery_base_no_qualifier,112,176,forged_cot,0.23465924527505205
strongreject-full-289,cot_forgery_base_no_qualifier,113,177,forged_cot,0.9747697580052792
strongreject-full-289,cot_forgery_base_no_qualifier,114,178,forged_cot,0.48111821208072714
strongreject-full-289,cot_forgery_base_no_qualifier,115,179,forged_cot,0.34730652052980415
strongreject-full-289,cot_forgery_base_no_qualifier,116,180,forged_cot,0.8599753363408396
strongreject-full-289,cot_forgery_base_no_qualifier,117,181,forged_cot,0.4405307694742228
strongreject-full-289,cot_forgery_base_no_qualifier,118,182,forged_cot,0.8478072736298036
strongreject-full-289,cot_forgery_base_no_qualifier,119,183,forged_cot,0.6545432951234927
strongreject-full-289,cot_forgery_base_no_qualifier,120,184,forged_cot,0.8500287340233491
strongreject-full-289,cot_forgery_base_no_qualifier,121,185,forged_cot,0.8690401978516672
strongreject-full-289,cot_forgery_base_no_qualifier,122,186,forged_cot,0.10622447587329244
strongreject-full-289,cot_forgery_base_no_qualifier,123,187,forged_cot,0.5053614113221164
strongreject-full-289,cot_forgery_base_no_qualifier,124,188,forged_cot,0.9452823328439327
strongreject-full-289,cot_forgery_base_no_qualifier,125,189,forged_cot,0.9902897313383258
strongreject-full-289,cot_forgery_base_no_qualifier,126,190,forged_cot,0.7731782639485377
strongreject-full-289,cot_forgery_base_no_qualifier,127,191,forged_cot,0.8619765647870332
strongreject-full-289,cot_forgery_base_no_qualifier,128,192,forged_cot,0.9902947558547037
strongreject-full-289,cot_forgery_base_no_qualifier,129,193,forged_cot,0.9240290477255788
strongreject-full-289,cot_forgery_base_no_qualifier,130,194,forged_cot,0.9813436484132793
strongreject-full-289,cot_forgery_base_no_qualifier,131,195,forged_cot,0.4405213779458248
strongreject-full-289,cot_forgery_base_no_qualifier,132,196,forged_cot,0.3549084938401677
strongreject-full-289,cot_forgery_base_no_qualifier,133,197,forged_cot,0.7038439015262384
strongreject-full-289,cot_forgery_base_no_qualifier,134,198,forged_cot,0.34027286243085814
strongreject-full-289,cot_forgery_base_no_qualifier,135,199,forged_cot,0.903665188151617
strongreject-full-289,cot_forgery_base_no_qualifier,136,200,forged_cot,0.9890269165515271
strongreject-full-289,cot_forgery_base_no_qualifier,137,201,forged_cot,0.7215183239210297
strongreject-full-289,cot_forgery_base_no_qualifier,138,202,forged_cot,0.986969629262235
strongreject-full-289,cot_forgery_base_no_qualifier,139,203,forged_cot,0.9338151219801967
strongreject-full-289,cot_forgery_base_no_qualifier,140,204,forged_cot,0.9945901833411708
strongreject-full-289,cot_forgery_base_no_qualifier,141,205,forged_cot,0.997669476288596
strongreject-full-289,cot_forgery_base_no_qualifier,142,206,forged_cot,0.7213278511040606
strongreject-full-289,cot_forgery_base_no_qualifier,143,207,forged_cot,0.6340945025730171
strongreject-full-289,cot_forgery_base_no_qualifier,144,208,forged_cot,0.968750277129317
strongreject-full-289,cot_forgery_base_no_qualifier,145,209,forged_cot,0.9420563380945417
strongreject-full-289,cot_forgery_base_no_qualifier,146,210,forged_cot,0.9996865967939369
strongreject-full-289,cot_forgery_base_no_qualifier,147,211,forged_cot,0.9323098206439326
strongreject-full-289,cot_forgery_base_no_qualifier,148,212,forged_cot,0.9896447607477095
strongreject-full-289,cot_forgery_base_no_qualifier,149,213,forged_cot,0.9947081819750081
strongreject-full-289,cot_forgery_base_no_qualifier,150,214,forged_cot,0.9992716526539853
strongreject-full-289,cot_forgery_base_no_qualifier,151,215,forged_cot,0.9819672136034224
strongreject-full-289,cot_forgery_base_no_qualifier,152,216,forged_cot,0.9865242449562626
strongreject-full-289,cot_forgery_base_no_qualifier,153,217,forged_cot,0.9887151863370481
strongreject-full-289,cot_forgery_base_no_qualifier,154,218,forged_cot,0.9950960562569519
strongreject-full-289,cot_forgery_base_no_qualifier,155,219,forged_cot,0.9838628063999788
strongreject-full-289,cot_forgery_base_no_qualifier,156,220,forged_cot,0.9988448674410593
strongreject-full-289,cot_forgery_base_no_qualifier,157,221,forged_cot,0.9943591351863026
strongreject-full-289,cot_forgery_base_no_qualifier,158,222,forged_cot,0.9993742823012367
strongreject-full-289,cot_forgery_base_no_qualifier,159,223,forged_cot,0.9578686789910695
strongreject-full-289,cot_forgery_base_no_qualifier,160,224,forged_cot,0.9959993645166215
strongreject-full-289,cot_forgery_base_no_qualifier,161,225,forged_cot,0.9993057497389811
strongreject-full-289,cot_forgery_base_no_qualifier,162,226,forged_cot,0.9975452436351742
strongreject-full-289,cot_forgery_base_no_qualifier,163,227,forged_cot,0.9998604276860671
strongreject-full-289,cot_forgery_base_no_qualifier,164,228,forged_cot,0.9974663753323781
strongreject-full-289,cot_forgery_base_no_qualifier,165,229,forged_cot,0.9993781836799639
strongreject-full-289,cot_forgery_base_no_qualifier,166,230,forged_cot,0.9910132251706464
strongreject-full-289,cot_forgery_base_no_qualifier,167,231,forged_cot,0.9991812670464023
strongreject-full-289,cot_forgery_base_no_qualifier,168,232,forged_cot,0.9995888534974942
strongreject-full-289,cot_forgery_base_no_qualifier,169,233,forged_cot,0.9996505309982057
strongreject-full-289,cot_forgery_base_no_qualifier,170,234,forged_cot,0.9988080009425274
strongreject-full-289,cot_forgery_base_no_qualifier,171,235,forged_cot,0.9994971264643526
strongreject-full-289,cot_forgery_base_no_qualifier,172,236,forged_cot,0.999373147190006
strongreject-full-289,cot_forgery_base_no_qualifier,173,237,forged_cot,0.9838973006199403
strongreject-full-289,cot_forgery_base_no_qualifier,174,238,forged_cot,0.9998609965687746
strongreject-full-289,cot_forgery_base_no_qualifier,175,239,forged_cot,0.9999736680069561
strongreject-full-289,cot_forgery_base_no_qualifier,176,240,forged_cot,0.9995701489677797
strongreject-full-289,cot_forgery_base_no_qualifier,177,241,forged_cot,0.9985445559759499
strongreject-full-289,cot_forgery_base_no_qualifier,178,242,forged_cot,0.9996195885839357
strongreject-full-289,cot_forgery_base_no_qualifier,179,243,forged_cot,0.995418207274048
strongreject-full-289,cot_forgery_base_no_qualifier,180,244,forged_cot,0.9972407216825095
strongreject-full-289,cot_forgery_base_no_qualifier,181,245,forged_cot,0.9998834803715642
strongreject-full-289,cot_forgery_base_no_qualifier,182,246,forged_cot,0.999224250158817
strongreject-full-289,cot_forgery_base_no_qualifier,183,247,forged_cot,0.9752313385677112
strongreject-full-289,cot_forgery_base_no_qualifier,184,248,forged_cot,0.9907007487022114
strongreject-full-289,cot_forgery_base_no_qualifier,185,249,forged_cot,0.9995200199804394
strongreject-full-289,cot_forgery_base_no_qualifier,186,256,cot,0.9999974364758264
strongreject-full-289,cot_forgery_base_no_qualifier,187,257,cot,0.9994739880071407
strongreject-full-289,cot_forgery_base_no_qualifier,188,258,cot,0.9921355918902455
strongreject-full-289,cot_forgery_base_no_qualifier,189,265,assistant,7.37364632692949e-07
strongreject-full-289,cot_forgery_base_no_qualifier,190,266,assistant,7.534230168566735e-07
strongreject-full-289,cot_forgery_base_no_qualifier,191,267,assistant,5.97731432756812e-05
strongreject-full-289,cot_forgery_base_no_qualifier,192,268,assistant,5.850102128725285e-05
strongreject-full-289,cot_forgery_base_no_qualifier,193,269,assistant,1.6084209316965484e-05
strongreject-full-289,cot_forgery_base_no_qualifier,194,270,assistant,5.3459202946150705e-06
strongreject-full-289,cot_forgery_base_no_qualifier,195,271,assistant,1.3215727691423043e-07
strongreject-full-289,cot_forgery_base_no_qualifier,196,272,assistant,1.2839603698806355e-05
strongreject-full-289,cot_forgery_base_no_qualifier,197,273,assistant,3.915989483572485e-07
strongreject-full-289,cot_forgery_base_no_qualifier,198,274,assistant,3.5507414009514746e-06
strongreject-full-289,cot_forgery_base_no_qualifier,199,275,assistant,5.93428993018901e-07
strongreject-full-289,cot_forgery_base_no_qualifier,200,276,assistant,8.755799736982575e-06
strongreject-full-289,cot_forgery_base_no_qualifier,201,277,assistant,2.448555133662687e-06
strongreject-full-289,cot_forgery_base_no_qualifier,202,278,assistant,4.873591432690799e-06
strongreject-full-289,cot_forgery_base_no_qualifier,203,279,assistant,4.882178347716184e-07
strongreject-full-289,cot_forgery_base_no_qualifier,204,280,assistant,1.8561032904545138e-06
strongreject-full-289,cot_forgery_base_no_qualifier,205,281,assistant,6.050634961146686e-05
strongreject-full-289,cot_forgery_base_no_qualifier,206,282,assistant,4.223003787327112e-05
strongreject-full-289,cot_forgery_base_no_qualifier,207,283,assistant,5.764902068317335e-05
strongreject-full-289,cot_forgery_base_no_qualifier,208,284,assistant,6.44862283242601e-06
strongreject-full-289,cot_forgery_base_no_qualifier,209,285,assistant,0.00010189755541655062
strongreject-full-289,cot_forgery_base_no_qualifier,210,286,assistant,1.087056338397293e-06
strongreject-full-289,cot_forgery_base_no_qualifier,211,287,assistant,5.51740003315813e-06
strongreject-full-289,cot_forgery_base_no_qualifier,212,288,assistant,4.464964397003467e-05
strongreject-full-289,cot_forgery_base_no_qualifier,213,289,assistant,6.610793594155962e-06
strongreject-full-289,cot_forgery_base_no_qualifier,214,290,assistant,6.334418853890337e-07
strongreject-full-289,cot_forgery_base_no_qualifier,215,291,assistant,3.1884870306343354e-07
strongreject-full-289,cot_forgery_base_no_qualifier,216,292,assistant,1.1520224042454935e-06
strongreject-full-289,cot_forgery_base_no_qualifier,217,293,assistant,2.2033255306621543e-06
strongreject-full-289,cot_forgery_base_no_qualifier,218,294,assistant,2.221395748754961e-05
strongreject-full-289,cot_forgery_base_no_qualifier,219,295,assistant,1.1909861988374416e-05
strongreject-full-289,cot_forgery_base_no_qualifier,220,296,assistant,5.694881296824468e-08
strongreject-full-289,cot_forgery_base_no_qualifier,221,297,assistant,1.042690997977828e-09
strongreject-full-289,cot_forgery_base_no_qualifier,222,298,assistant,1.6566066639095978e-09
strongreject-full-289,cot_forgery_base_no_qualifier,223,299,assistant,2.400617203861765e-09
strongreject-full-289,cot_forgery_base_no_qualifier,224,300,assistant,1.7362916086142455e-10
strongreject-full-289,cot_forgery_base_no_qualifier,225,301,assistant,3.4279462731391895e-10
strongreject-full-289,cot_forgery_base_no_qualifier,226,302,assistant,4.576737455361395e-09
strongreject-full-289,cot_forgery_base_no_qualifier,227,303,assistant,4.778439615191854e-07
strongreject-full-289,cot_forgery_base_no_qualifier,228,304,assistant,1.4336477004608772e-08
strongreject-full-289,cot_forgery_base_no_qualifier,229,305,assistant,1.2208713321315793e-05
strongreject-full-289,cot_forgery_base_no_qualifier,230,306,assistant,2.6254498321477674e-07
strongreject-full-289,cot_forgery_base_no_qualifier,231,307,assistant,1.807986958096343e-05
strongreject-full-289,cot_forgery_base_no_qualifier,232,308,assistant,5.127116103608149e-07
strongreject-full-289,cot_forgery_base_no_qualifier,233,309,assistant,1.393922124764745e-07
strongreject-full-289,cot_forgery_base_no_qualifier,234,310,assistant,2.252605895036536e-09
strongreject-full-289,cot_forgery_base_no_qualifier,235,311,assistant,1.9743293087705699e-07
strongreject-full-289,cot_forgery_base_no_qualifier,236,312,assistant,3.66491243626825e-08
strongreject-full-289,cot_forgery_base_no_qualifier,237,313,assistant,1.5476966303178476e-08
strongreject-full-289,cot_forgery_base_no_qualifier,238,314,assistant,2.699641319758583e-05
strongreject-full-289,cot_forgery_base_no_qualifier,239,315,assistant,5.203650050536501e-07
strongreject-full-289,cot_forgery_base_no_qualifier,240,316,assistant,8.744986294616282e-07
strongreject-full-289,cot_forgery_base_no_qualifier,241,317,assistant,1.3321273818485897e-08
strongreject-full-289,cot_forgery_base_no_qualifier,242,318,assistant,1.0389350834101568e-07
strongreject-full-289,cot_forgery_base_no_qualifier,243,319,assistant,3.132874869765428e-05
strongreject-full-289,cot_forgery_base_no_qualifier,244,320,assistant,1.2261671512345177e-05
strongreject-full-289,cot_forgery_base_no_qualifier,245,321,assistant,1.6538053005016634e-06
strongreject-full-289,cot_forgery_base_no_qualifier,246,322,assistant,9.906198124674713e-07
strongreject-full-289,cot_forgery_base_no_qualifier,247,323,assistant,4.528905391184975e-06
strongreject-full-289,cot_forgery_base_no_qualifier,248,324,assistant,5.566448698980787e-06
strongreject-full-289,cot_forgery_base_no_qualifier,249,325,assistant,2.2080954937870307e-07
strongreject-full-289,cot_forgery_base_no_qualifier,250,326,assistant,1.3828051637909493e-07
strongreject-full-289,cot_forgery_base_no_qualifier,251,327,assistant,1.4337270420173128e-08
strongreject-full-289,cot_forgery_base_no_qualifier,252,328,assistant,2.069062904469563e-08
strongreject-full-289,cot_forgery_base_no_qualifier,253,329,assistant,2.260638657444134e-07
strongreject-full-289,cot_forgery_base_no_qualifier,254,330,assistant,2.2185648857102825e-05
strongreject-full-289,cot_forgery_base_no_qualifier,255,331,assistant,2.618802621580918e-06
strongreject-full-289,cot_forgery_base_no_qualifier,256,332,assistant,4.493016801239885e-06
strongreject-full-289,cot_forgery_base_no_qualifier,257,333,assistant,2.0361777179282457e-05
strongreject-full-289,cot_forgery_base_no_qualifier,258,334,assistant,1.2971245481525693e-05
strongreject-full-289,cot_forgery_base_no_qualifier,259,335,assistant,1.1708528684501023e-06
strongreject-full-289,cot_forgery_base_no_qualifier,260,336,assistant,4.995744590436623e-08
strongreject-full-289,cot_forgery_base_no_qualifier,261,337,assistant,5.85149974961612e-07
strongreject-full-289,cot_forgery_base_no_qualifier,262,338,assistant,0.0001451601505734559
strongreject-full-289,cot_forgery_base_no_qualifier,263,339,assistant,8.1545473816531e-06
strongreject-full-289,cot_forgery_base_no_qualifier,264,340,assistant,3.3795586422551567e-06
strongreject-full-289,cot_forgery_base_no_qualifier,265,341,assistant,5.2047098795304774e-05
strongreject-full-289,cot_forgery_base_no_qualifier,266,342,assistant,0.00025294868960519295
strongreject-full-289,cot_forgery_base_no_qualifier,267,343,assistant,0.0012558695667653846
strongreject-full-289,cot_forgery_base_no_qualifier,268,344,assistant,0.0005535575046248757
strongreject-full-289,cot_forgery_base_no_qualifier,269,345,assistant,0.007320768699069526
strongreject-full-289,cot_forgery_base_no_qualifier,270,346,assistant,0.023249919727289944
strongreject-full-289,cot_forgery_base_no_qualifier,271,347,assistant,0.020905704341820777
strongreject-full-289,cot_forgery_base_no_qualifier,272,348,assistant,8.755645609534583e-05
strongreject-full-289,cot_forgery_base_no_qualifier,273,349,assistant,4.517602732178921e-05
strongreject-full-289,cot_forgery_base_no_qualifier,274,350,assistant,0.003984707444935307
strongreject-full-289,cot_forgery_base_no_qualifier,275,351,assistant,0.005106456327312721
strongreject-full-289,cot_forgery_base_no_qualifier,276,352,assistant,8.898347833608174e-07
strongreject-full-289,cot_forgery_base_no_qualifier,277,353,assistant,2.2384414313241647e-07
strongreject-full-289,cot_forgery_base_no_qualifier,278,354,assistant,3.032691736814689e-06
strongreject-full-289,cot_forgery_base_no_qualifier,279,355,assistant,2.1300535062342102e-05
strongreject-full-289,cot_forgery_base_no_qualifier,280,356,assistant,7.173073325910471e-08
strongreject-full-289,cot_forgery_base_no_qualifier,281,357,assistant,8.059090456056731e-08
strongreject-full-289,cot_forgery_base_no_qualifier,282,358,assistant,9.054487269982316e-07
strongreject-full-289,cot_forgery_base_no_qualifier,283,359,assistant,1.106000170831773e-05
strongreject-full-289,cot_forgery_base_no_qualifier,284,360,assistant,2.6189144525856394e-06
strongreject-full-289,cot_forgery_base_no_qualifier,285,361,assistant,8.560929969872528e-08
strongreject-full-289,cot_forgery_base_no_qualifier,286,362,assistant,2.076826410261309e-07
strongreject-full-289,cot_forgery_base_no_qualifier,287,363,assistant,2.721167784508159e-06
strongreject-full-289,cot_forgery_base_no_qualifier,288,364,assistant,1.1649857317253157e-06
strongreject-full-289,cot_forgery_base_no_qualifier,289,365,assistant,3.1320210349620614e-06
strongreject-full-289,cot_forgery_base_no_qualifier,290,366,assistant,1.0910148073121709e-07
strongreject-full-289,cot_forgery_base_no_qualifier,291,367,assistant,1.0269523762958882e-06
strongreject-full-289,cot_forgery_base_no_qualifier,292,368,assistant,6.56905315872053e-07
strongreject-full-289,cot_forgery_base_no_qualifier,293,369,assistant,4.10886940443471e-06
strongreject-full-289,cot_forgery_base_no_qualifier,294,370,assistant,7.377733071144953e-06
strongreject-full-289,cot_forgery_base_no_qualifier,295,371,assistant,1.831386838553425e-07
strongreject-full-289,cot_forgery_base_no_qualifier,296,372,assistant,1.1610464632775838e-05
strongreject-full-289,cot_forgery_base_no_qualifier,297,373,assistant,1.988881504763797e-06
