conv_id,dataset,user_query_ix,user_query,source_conv_id,source_message_id,source_row_ix,source_text_sha256
14,oasst,1,What should I do if my roommate neglects their weekly tasks and gets defensive if the topic is discussed?,73c9e28b-7b34-48f2-9b3a-9be4be4db362,291cd381-d8c4-42b0-b0b6-d4a9cf0b5eb8,1807,0f3c590eb7b933be72db02b6d4b056bbd998ff7a2fa7e5cd0b2e62f354d647ab
15,oasst,0,"I want to create a super-powered character with their own perks and background, and even a backstory. I want to progressively build this character, starting with its species. I want you to give me a list of 6 species that this character could be (e.g. human, demon, android, etc.) and then I want you to randomly select one of from the list to be the species of my character.",13da4afd-55c2-4e8e-9159-697ebe265d7d,13da4afd-55c2-4e8e-9159-697ebe265d7d,2030,ee98770be04d6eb9bb00b57d3895a32bc52749b7578733f227c4baa5edd42b0f
15,oasst,1,what is the best approach to develop this android character? What is the backstory of this character?,13da4afd-55c2-4e8e-9159-697ebe265d7d,3f23e575-329a-44af-9a03-6e421d1b091d,2032,5f7fd10a966733cdd18e21106671f751745de1b2a31c19afcdf4e66cb98431eb
16,oasst,0,is it true that thomas edison stole the light bulb idea from nikola tesla? if not why do so many people think so?,6110d1c7-0077-44e5-8e1c-11ccf728bda0,6110d1c7-0077-44e5-8e1c-11ccf728bda0,2132,f0ba4019fde7b3f13671fb22e988c49c03955705a618edb4dfe3b8ea5b70e8d9
16,oasst,1,"Considering the information you have given me, how accurate was Doctor who's depiction of Nikola Tesla's and Thomas Edison's relationship as portrayed in the episode ""Nikola Tesla's Night of Terror""?",6110d1c7-0077-44e5-8e1c-11ccf728bda0,6c60d399-7b9a-4dba-b982-84690652404a,2134,c6861ca1c0650190b535bd142e5241a9fee654aac212d8f31a414fa24d61b5fb
17,oasst,0,Could you explain the difference between using infinitesimals and using limits in calculus to a high school audience?,cc76aeb9-c4cf-4903-a55d-6d935c8c8b6d,cc76aeb9-c4cf-4903-a55d-6d935c8c8b6d,2315,fd1dfc848e85261bc7fb46b2ec24dc8b4d1175d97f65b223764012a5d4daeeb7
18,oasst,0,"Assume I've never seen any of the things in the list below. In three words or fewer, give me a description of:

Mouse
Pig
Cow
Mallard
Platypus

Kite
Airplane
Helicopter
Gyrocopter

Grape
Lemon
Banana
Pomegranate
Breadfruit

Electron
Neutron
Proton
Baryon
Higgs-Boson",491c6de3-84e0-4cc6-aae2-50516d628a71,491c6de3-84e0-4cc6-aae2-50516d628a71,2376,7cb64fa24908142a3ace48ffbfe2ee623b70d881adaceebd5fa051e6f19ec7ee
18,oasst,1,"Please do the same for these words:
cattle
round
feast
coup
control
urine
board
chance
decoration
white
fixture
requirement
grandfather",491c6de3-84e0-4cc6-aae2-50516d628a71,0db6bd06-09d3-4e24-a0b3-48322dd1f809,2378,29eb52a2afa693f010c19767182b6ec97c8416973b5fcd89e60f44db084981b9
19,oasst,0,I want you to imagine that you are J. R. R. Tolkien. We know that Frodo enjoyed a practical joke or two and I want you to write a poem that you didn't include in the Lord of the Rings about how Frodo used the invisibility powers of the Ring to torment and scare local villagers.,64b1c512-b7a5-442c-a5af-88fb73e9e147,64b1c512-b7a5-442c-a5af-88fb73e9e147,2553,6c87796880c74abab54ba4a7696cb1cd00648e6e6963cd61c1fb0e226cb97adb
19,oasst,1,"Lorewise, would the event of the fictional poem actually happen? Wouldn't Frodo fall to the corrupting power of the One Ring if he used its power so recklessly?",64b1c512-b7a5-442c-a5af-88fb73e9e147,bd2c7005-5acc-4d3e-adcd-0056a59a71a7,2555,2babb60ac4a4a8d87e8e6b64a395edb4b7cdc421fc56e2490d301026855d7cf5
20,oasst,0,What is the best way to communicate an event or activity to the press to reach the people that may be interested?,5fa55798-272a-442c-899e-ca82d42c96b2,5fa55798-272a-442c-899e-ca82d42c96b2,2573,48ab15da904377dd48a24952cd2f12a2de29cbf11e5117c1cc8b0ebc531d016f
21,oasst,0,Write a 200 word essay that describes my interest in joining a family medicine residency program. In the program mention that I had multiple publications in med school as well as my high academic grade.,9ad8fca7-934a-4fbd-86b0-1e5504ae9949,9ad8fca7-934a-4fbd-86b0-1e5504ae9949,2639,c6fbf3dfb094021f9b596b1f76563bac07404cac060a2ce8c825ed7f86eaf866
21,oasst,1,"This is actually 188 words, not 200 words. Could you please give me one that's more close to 200 words?",9ad8fca7-934a-4fbd-86b0-1e5504ae9949,f5fb827a-f740-4d39-b173-57a09de625ac,2641,2427a86f71aed2d0e50e01e90b519934d6e6dca0ff5951aa900121faaae016fd
22,oasst,0,"What is the syntax for each of pythons major ""ideas"", ie. functions, variables, classes, loops, imports, etc",c63def7e-ecd4-40e5-a3c2-03c1240b5a21,c63def7e-ecd4-40e5-a3c2-03c1240b5a21,3045,51afeb7155dbd6fb61fefcceb1780f4058ce8d4843b3833a790b637ad37b9353
22,oasst,1,Can you recommend any resources or tools to help me practice and improve my Python programming skills?,c63def7e-ecd4-40e5-a3c2-03c1240b5a21,33c723ba-8cca-470f-ac67-a21d56bdf23e,3047,e0ab9eb14e037af39a263c0924ee6ba46a3ea95ae5dc83444b0c162d880d2fa6
23,oasst,0,Write me a short story from the cyberpunk universe that tells of a corporation with a secret weapon that can dematerialise things.,304afffa-279b-4955-8346-7adaad3cabb2,304afffa-279b-4955-8346-7adaad3cabb2,3465,a81c7b80ce21c876948c6ce26414d2875658b1e703d928f8d66d00cc1c8e652c
24,oasst,0,"Hi, I am going to start a masters thesis in mechatronic engineering soon, what is something innovative I can do? 

I like microcontrollers, I would like to do something sciency but it can't take more than month to make instruments and gather data.",e0fc0441-1b7b-4ca1-b596-3cec75a24643,e0fc0441-1b7b-4ca1-b596-3cec75a24643,3551,056e965b72e005ee6ec271256349ad158ec5506e7f6cb606b6843b78e071ddee
24,oasst,1,"I like your idea about measuring data in the medical field. I know it's a bit vague, but can you please elaborate a bit more about ideas in that direction? If it can also involve some theory that would be awesome!",e0fc0441-1b7b-4ca1-b596-3cec75a24643,10fef85a-3342-43fc-ade3-e53c73d99ee8,3553,3c51b0ef6e3e36dcb788755f31660baac8e1f9e6d61e7fcec698a0cff5585058
25,oasst,0,"I have completed a Computer Science degree at a university and worked as a Data Scientists for two years at a start-up. I can code in C, C++, and Python. The latter is the one I use at work. I want to work at a big fund like Square Point as a quant researcher. What additional skills do I need to gain in order to qualify for such position?",bcfb0b2d-b08f-47f6-ab27-685704648183,bcfb0b2d-b08f-47f6-ab27-685704648183,3640,29c38f06e336fa519857d87f3e7fde326c1a0a7be0d30ef858fd087801051c17
25,oasst,1,Financial Knowledge seams to be my weakest area. How would you suggest catching up to speed with the modern state of the field?,bcfb0b2d-b08f-47f6-ab27-685704648183,c6006556-c3e5-42c3-8735-02986b010f32,3642,d7ed1e5be94d0109cea3fdb18cbd3d66840726ad58127a326dcbd2183530ebdd
26,oasst,0,"I am looking for a way to calculate how similar each number is compared to every other number in a set. Here's an example:
`[61, 62, 59, 60, 63, 62, 58]` would have a high ""similarity score"", where as `[12, 96, 71, 66, 108, 23, 5, 59]` would have a low ""similarity score"".

Is there a term for this, and how would I calculate it?",f6abf712-94bc-495b-a627-2fb03287e47d,f6abf712-94bc-495b-a627-2fb03287e47d,3708,6b9f893740aa54e65cea4b18a73560aaedcbc3a7c5521184f6d65f62af7bfb81
26,oasst,1,Is standart deviation the thing that shows up in graph as the shaded part of projections to show uncertainty?,f6abf712-94bc-495b-a627-2fb03287e47d,0e9b01d8-850f-4de4-a748-8eead58dd940,3710,484ffe190ca289f51184d0c9f8657e5e30e3bc42bb421b226193f68f90ce2791
27,oasst,0,"want to play chess? make a chessboard using this method 
[X][X]
[X][X]
X is a generic symbol to represent any piece. create a list of symbols and assign them to each piece",b830f35c-3e09-4e7e-a7af-a3dfec62a5aa,b830f35c-3e09-4e7e-a7af-a3dfec62a5aa,3757,78a41e27ac43b1d69fcfc19390a12143d18d0db9a334b3b4f3c1ddaa29a1b67e
27,oasst,1,"Here, I reformatted the board to use a monospace font. Your turn
```
[r][n][b][q][k][b][n][r]
[p][p][p][p][p][p][p][p]
[ ][ ][ ][ ][ ][ ][ ][ ]
[ ][ ][ ][ ][ ][ ][ ][ ]
[ ][ ][ ][ ][ ][ ][ ][ ]
[ ][p][ ][ ][ ][ ][ ][ ]
[p][ ][p][p][p][p][p][p]
[r][n][b][q][k][b][n][r]
```",b830f35c-3e09-4e7e-a7af-a3dfec62a5aa,a647bef6-64d9-4c7f-b9e6-2e14d538b41d,3759,233e38b344669aa1896be0c9e215aadf8e466d63497cb66dac420b9ab58b64a4
28,oasst,0,What are the similarities between Couloumb's Law and the Law of Universal Gravitation? What is the equivalent of vacuum permittivity for gravitation?,ca695ab3-70f8-49d0-bf4d-ac3825c37585,ca695ab3-70f8-49d0-bf4d-ac3825c37585,4111,ff6df365f4a72442ef22e522a63e1b96117501e36019a23946463a138b425985
29,oasst,0,"Write a short introduction to a scientific paper exploring interface and grain boundary effects in perovskite solar cells. Mention the importance of solar cells in the energy transition, as well as the shortcomings of conventional silicon solar cells and how perovskite cells can help overcome them.",54d4006b-4109-4b9f-92ee-919d64d1450a,54d4006b-4109-4b9f-92ee-919d64d1450a,4710,892e9d3a815105ad98a96a0500467e2b996d5155cb7ea9a21ee2fc06eae81df8
30,oasst,0,"Do you know anything about the strategy known as, “problem-reaction-solution” (create a problem, escalate fear, then offer a pre-planned solution), and can you provide an example?",27307901-60cd-4e21-9c95-880afc312b4c,27307901-60cd-4e21-9c95-880afc312b4c,4815,fcaa1546e08ba70f9ca4e543982849d2157ea582a6439700c2ca51f5548b313a
30,oasst,1,"Are you sure there is no credible evidence to support these claims? Even if you might find the evidence you alluded to, to be incredible, I would like to hear it.",27307901-60cd-4e21-9c95-880afc312b4c,926ef67a-b5ea-4832-9930-9dd26b435e93,4817,8a711d505edd45d3d6d4230445df682e628b649d694edf6636700b2c8d629977
31,oasst,0,"I need you to be the gamemaster for my next DnD campaign. Can you create the initial setting for a story based on a fantasy world with elves, dwarfs, humans, and other races you can come up with? It should contain some sort of political conflict between nations, and it should be set in the middle ages.",2b1d040e-3cb8-49d8-92ca-be36ddf6499e,2b1d040e-3cb8-49d8-92ca-be36ddf6499e,4838,8f63b5d4613a1775bdbdd004e50b5907719c6c9bec80115e2f52819b4d4efcfb
32,oasst,0,"Can you give me recipe for dinner? In the fridge I have:
- a cabbage
- zucchinis
- aubergine
- potatoes
- tofu
- eggs

I also have regular staples such as onions, garlic, rice, flour, oil etc. available.",5b5292f0-1f6c-4267-905b-6a1d79583a19,5b5292f0-1f6c-4267-905b-6a1d79583a19,4888,3556e2e0fd8e82c4058e249da62b308bdb74152d9d46079d9e52b1f4684d264f
32,oasst,1,"In the Ingredient list you can mention as 
1 small cabbage, sliced
2 medium zucchinis, sliced
1 medium aubergine, diced
2 medium potatoes, peeled and diced
This provides more details to the user.

Please provide additional options that provide proteins and other nutrients.",5b5292f0-1f6c-4267-905b-6a1d79583a19,11a07e06-5884-4d53-948f-571f774b4cdc,4890,91465c6dd44ba91b5085d579c5b8670af532fdcf04bc4b45fb27b54e09e98bbf
33,oasst,0,"Why are different kinds of foods taboo around the world, even when they are harmless to eat and are regularly eaten in other parts of the world?",326a53d8-d42c-4ab1-9888-bf5afc6876be,326a53d8-d42c-4ab1-9888-bf5afc6876be,4963,17a9a8c82f597849a4de5f25237859394228aa6b7ce54d33cecdf9c6de9eb1b3
33,oasst,1,Can you please provide some examples of food taboos that were influenced by colonization or cultural assimilation.,326a53d8-d42c-4ab1-9888-bf5afc6876be,a2305e8a-43ab-42ed-b4d4-496017f5af33,4965,0a8092f659516ea35018fd177b63b82a4b0f689d67fb7d26fce433a43fc4bcc5
34,oasst,0,"Given that carbon dioxide is heavier than air, Is there any easy, inexpensive and simple way to use that fact to help people remove some of it from our homes and help improve air quality and cognitive function? I'd like to keep it at under 800ppm if at all possible!",44584fb7-dabf-4ac8-a2d9-3eaebdcb73f2,44584fb7-dabf-4ac8-a2d9-3eaebdcb73f2,5102,4ab6b2c413f77c47e3c1582f231627fce957ef44ca2488f8e2034ea662f1f2f7
35,oasst,0,"I need know if a person falls from a certain height onto a body part, let say their bottom, would having fat or not fat be better? If all else being equal, would the extra padding from the fat absorb enough energy when falling than it would be if they were just lighter without that fat? Approximate the answer using simple newtonian physics, use the coefficiency of restitution of 0.25 for fat and 0.8 for the floor.",d64057aa-6d43-4db5-b918-45c721b7ab7d,d64057aa-6d43-4db5-b918-45c721b7ab7d,5506,f18d4385d754719f5b8e880a4abca9bad2db2b9d957d790a67f2dff9ace71911
36,oasst,0,how can we incorporate mental formations to large language model to create the first prototype of AGI?,0f92246b-1ae1-4da4-a6c8-240a95fe7d10,0f92246b-1ae1-4da4-a6c8-240a95fe7d10,5640,6c48f322d0e7ad9c1c0bbb8c344dd5e117d2bf3750a5e5481c28f69553e63471
37,oasst,0,"How do object-oriented programming principles such as encapsulation, inheritance, and polymorphism enhance software development and design, and give examples of their real-world application in various programming languages such as Java, Python, and C++?",7da39ce6-f1c1-45ee-adc1-c75ed9cdf713,7da39ce6-f1c1-45ee-adc1-c75ed9cdf713,5649,f8818490842fb4fa5050648baa078cb7388d2bfc4f092d97294db3b1fb1272c1
38,oasst,0,"I have a pandas dataframe with column “x”, “y”, and “z”. I want to group by column “x” and find the average occurrence of the value “a” in column “y” per group. Also only count the occurrences when the value in “z” is not “b”.",e604ad8c-74b4-4a12-899c-9e551d35ddc4,e604ad8c-74b4-4a12-899c-9e551d35ddc4,5812,5d3e9ea24f52e4eda48d95ed5d7b23c59436881415f123db7a407fc3e4c805ff
39,oasst,0,"If I only have time to listen to one Beethoven symphony, which one should I choose? Can you recommend a good recording?",320a6d77-3604-4dd7-8f62-0effe30eb586,320a6d77-3604-4dd7-8f62-0effe30eb586,5841,8cb0700b0bac96f93faad3ddeedb2008a98c61d4a18c7c44f298243f3b028d23
40,oasst,0,My 3D prints are warping at the corners. I am printing in PLA with a 60 degree celsius bed temperature and a 210 degree celsius nozzle with no enclosure and 25 degree celsius ambient air. I am printing on a textured PEI build plate with a properly set first layer height. How can I fix the warping problem?,b337d436-0be3-44bf-b183-79d0897bd76d,b337d436-0be3-44bf-b183-79d0897bd76d,5862,15851bc661d4acc0a7fa6edd4c6d8eda481dfb2769304958453b8995d2ac65de
41,oasst,0,Generate a cover letter for a front-end internship requiring a standard JavaScript stack for an applicant with no experience,502ffbf1-35c1-4ffb-9d78-ffca2e84078c,502ffbf1-35c1-4ffb-9d78-ffca2e84078c,6061,7a1224e4f35dee3f69a4fea67d28983b1cc08dc5bc76174d6a484519c265cc93
42,oasst,0,"What comes next and why?
11, 13, 24, 37, 61, 98, 159, 257, 416, 673, 1089, 1762, 2851, 4613, 7464, 12077, 19541, 31618, 51159, 82777 ... ?",37a54195-05e9-4599-b87e-59530a581e58,37a54195-05e9-4599-b87e-59530a581e58,6065,c604068c1b0f735d21d02d1f0a97cf4c449f8b0d92ad30e31f6697bc6d7eb03c
43,oasst,0,"how would I go about getting a job as a game developer, what skills would I need and is it worth it? I have heard that getting a company job such as Valve is better than an indie job but I don't know much about it, which is better?",c8789d28-d7ea-48c7-a7e4-0df4ac483862,c8789d28-d7ea-48c7-a7e4-0df4ac483862,6158,ef7f904d76e1df3303ce70454bfe00adf75eabb8b8d10f7df700cba7d5c06536
43,oasst,1,"That was helpful and detailed, thanks.  However, if I wanted better pay than a game developer what other options do I have with similiar skill sets?  Is there anything else I should know about the skills need to be a good game developer?",c8789d28-d7ea-48c7-a7e4-0df4ac483862,391c6ccb-22e5-4c97-a66f-7fe382ce112e,6160,f792ab430ccdc405d8c9ad130cebbc0bacc12a983b24667bf3a682acc4bf0feb
44,oasst,0,"What are some film ideas for an evening with my friends? We like horror or action movies. One of my friend is a huge marvel fan and wants to watch a superhero movie. 
What can you recommend for all three of us?",0f109361-c23d-4915-804f-272f56d1de28,0f109361-c23d-4915-804f-272f56d1de28,6187,6ce1519394bebd78907aabb49695264963ced0d3eca09c10dca91a04826136fe
45,oasst,0,I want you to act as a rival chess player. I We will say our moves in reciprocal order. In the beginning I will be white. Also please don't explain your moves to me because we are rivals. After my first message i will just write my move. Don't forget to update the state of the board in your mind as we make moves. My first move is e4.,42bffdd0-7d32-4546-8aab-82d7b16655d8,42bffdd0-7d32-4546-8aab-82d7b16655d8,6365,85468cbec47af8ad56028b4479e8ae103fc7ce88fe4099a16971699af9648974
46,oasst,0,"From now on, answer only in lowercase letters, dots, commas and spaces. Do not use formatting such as blank lines. Make a list of a few popular board games.",25635d27-9bf5-4bcc-99b3-779c306b4461,25635d27-9bf5-4bcc-99b3-779c306b4461,6864,b9f021f0798f3ccca921b5934bd73d3b1836912069743cadb94a29a7d3e64771
47,oasst,0,"I am using a pandas dataframe for tracking conversation logs where each row is a conversational turn. The dataframe has a “conversation id”, “turn index”, “actor”, and “utterance” column. Now for each conversation, I want to get the response (“utterance”) of the user (“actor” == “user”) after the assistant (“actor” == “assistant”) asks how the user is doing (“utterance” == “How are you?”). Can you explain how to do this with Python?",a10cc991-3ceb-4846-abd7-7aaa55bd594a,a10cc991-3ceb-4846-abd7-7aaa55bd594a,7184,69343d4eff587120e7fe91a6af9252f73316209005eb6661d6c5794308390c31
48,oasst,0,"I live in the US, and i am thinking of moving to Argentina. What pro and cons you think i will have?",40179f80-ff25-4d77-a2f1-37dbff3e6c4d,40179f80-ff25-4d77-a2f1-37dbff3e6c4d,7394,b645f5867220bc9985b0b1ef4935bce66e4a816ff55fca248bc37ca038be0586
49,oasst,0,write a post for a social media about the 10 keys to get motivation every morning and also 10 points to avoid daily procrastination,652754f4-73cf-4786-ab3a-f81504ee0d80,652754f4-73cf-4786-ab3a-f81504ee0d80,7549,053feaa4082ee3d0d95beef21f6a36864e6acd944c53b7b38bff61676c2ddcb0
50,oasst,0,"Assistant, can you tell me why paying off my credit cards, loans, and mortgages ends up reducing my credit score? This doesn't make any sense.",8e532c77-1879-45f9-9007-c264dc03da40,8e532c77-1879-45f9-9007-c264dc03da40,8207,deb733045e02071b2876e7f073672dc41ebefed291d56fae1cb47040ce6c71f8
51,oasst,0,Is it true that each individual neuron in the brain is as powerful as an entire deep artificial neural network?,74269f85-2241-4849-9aae-853b0e956fe0,74269f85-2241-4849-9aae-853b0e956fe0,8379,b46e119704b4db175598cfe944c2fb775361538db577d9b7c489d5128b9153aa
52,oasst,0,"Can you get the score results for Liverpool Football Club, only, for the last month? Display the fixture, the date, the results all line by line?
Please use the website www.bbc.co.uk/football as a source of information on this. You can use other sources too, if that is useful to you.",f2ad64fe-0e73-4dc5-b643-d042893b9a6d,f2ad64fe-0e73-4dc5-b643-d042893b9a6d,8848,3a8eae71602c5790981ef97b167b52ac584598d93feedb0235eaee2caebd366f
53,oasst,0,"Please write the lyrics to a 90s sitcom theme song, called ""Baker's Dozen"" about friends running a donut shop that many neighbors (including some mafia members) think is a front for the mafia.",b50db5f8-8bca-44b4-9e8f-a4a2e5be5987,b50db5f8-8bca-44b4-9e8f-a4a2e5be5987,8948,e5618499b291aa3ef9af6f716a2f2f1866b2c18edde82a5b8e08157ac5f651d7
54,oasst,0,Could you explain the calculus topic of the shell method and washer method in a way that a layperson could understand?,616e1369-53de-493a-b817-4823ef45bf62,616e1369-53de-493a-b817-4823ef45bf62,9074,ff0d2c2333dc345d3e7356b881ec285ba32f112cc6abb358417cfd6a68e7de1d
55,oasst,0,Can you provide a new setting for D&D based on what would happen in the cold war if Russia were a hideout for the clown mafia?,7765146c-7145-40b2-bfda-9ceb73b27b95,7765146c-7145-40b2-bfda-9ceb73b27b95,9138,3cde8390e61eba4506b63f3890176c10f8f4381130235d8608d4a199fc2c0a3f
